,questionId,isCorrectAnswer,title,type,output
698,1573923754214,0.25874125874125875,"
In the PLU decomposition (PA=LU) of the following matrix, what is the matrix P? 













[





0





1





1







1





2





1







2





7





9





]



\quad\begin{bmatrix}
0&1&1\\
1&2&1\\
2&7&9
\end{bmatrix}


⎣⎢⎡​012​127​119​⎦⎥⎤​
















A

.



[





0





0





1







0





1





0







1





0





0





]




B

.



[





0





1





0







1





0





0







0





0





1





]




C

.



[





1





0





0







0





0





1







0





1





0





]




D

.



[





0





1





0







0





0





1







1





0





0





]



A. \quad
\begin{bmatrix}
0&0&1\\
0&1&0\\
1&0&0
\end{bmatrix}\\


B. \quad
\begin{bmatrix}
0&1&0\\
1&0&0\\
0&0&1
\end{bmatrix}\\


C.  \quad
\begin{bmatrix}
1&0&0\\
0&0&1\\
0&1&0\\
\end{bmatrix}\\

D. \quad
\begin{bmatrix}
0&1&0\\
0&0&1\\
1&0&0
\end{bmatrix}


A.⎣⎢⎡​001​010​100​⎦⎥⎤​B.⎣⎢⎡​010​100​001​⎦⎥⎤​C.⎣⎢⎡​100​001​010​⎦⎥⎤​D.⎣⎢⎡​001​100​010​⎦⎥⎤​



",MULTI_CHOICE,0.0
699,1573966644756,0.776595744680851,"
Which of the following are correct definitions of rank of a matrix A?

",MULTI_CHOICE,1.0
700,1573966742152,0.7393617021276596,"
Given is the system of equations:











3

x

+

4

y

−

7

z

=

5



x

+

5

y

−

6

z

=

4



2

x

+

6

y

−

8

z

=

9


3x + 4y - 7z = 5 \\
x + 5y - 6z = 4 \\
2x + 6y - 8z = 9


3x+4y−7z=5x+5y−6z=42x+6y−8z=9










W

h

a

t

 

i

s

 

t

h

e

 

r

a

n

k

 

o

f

 

m

a

t

r

i

x

 

A

 

w

h

e

n

 

t

h

e

 

a

b

o

v

e

 

s

y

s

t

e

m

 

i

s

 

r

e

p

r

e

s

e

n

t

e

d

 

a

s

 

A


x

⃗


=


b

⃗


?


What\space is\space the\space rank\space of\space matrix\space A\space when\space the\space above\space system\space is\space represented\space as\space A\vec{x} = \vec{b}?


What is the rank of matrix A when the above system is represented as Ax


=b


?



",SINGLE_CHOICE,1.0
701,1573966861860,0.8829787234042553,"






S

u

p

p

o

s

e

  

v

e

c

t

o

r

s

 



v

1


⃗


,

 



v

2


⃗


,

 



v

3


⃗


,

 



v

4


⃗


 

f

o

r

m

 

t

h

e

 

b

a

s

i

s

 

f

o

r

 

t

h

e

 


R

4


 

s

p

a

c

e

.

 

W

h

a

t

 

i

s

 

t

h

e

 

r

a

n

k

 

o

f

 

m

a

t

r

i

x

 


A


4

×

4



 

i

f

 

t

h

e

 

v

e

c

t

o

r

s

 



v

1


⃗


,

 



v

2


⃗


,

 



v

3


⃗


,

 



v

4


⃗


 

a

r

e

 

a

r

r

a

n

g

e

d

 

a

s

 

t

h

e

 

c

o

l

u

m

n

s

 

o

f

 

t

h

e

 

m

a

t

r

i

x

?


Suppose\space\space vectors\space \vec{v_1},\space \vec{v_2},\space \vec{v_3},\space \vec{v_4}\space form\space the\space basis\space for\space the\space \mathbb{R}^4 \space space.\space What\space is\space the\space rank\space of\space matrix\space A_{4\times4}\space if\space the\space vectors\space \vec{v_1},\space \vec{v_2},\space \vec{v_3},\space \vec{v_4}\space are\space arranged\space as\space the\space columns\space of\space the\space matrix?


Suppose  vectors v1​


​, v2​


​, v3​


​, v4​


​ form the basis for the R4 space. What is the rank of matrix A4×4​ if the vectors v1​


​, v2​


​, v3​


​, v4​


​ are arranged as the columns of the matrix?



",SINGLE_CHOICE,1.0
702,1573967291153,0.43617021276595747,"



C

o

n

s

i

d

e

r

 

a

 

s

y

s

t

e

m

 

o

f

 

l

i

n

e

a

r

 

e

q

u

a

t

i

o

n

s

 

r

e

p

r

e

s

e

n

t

e

d

 

b

y

 

A


x

⃗


=


b

⃗


.

 

T

h

e

 

f

o

l

l

o

w

i

n

g

 

i

s

 

k

n

o

w

n

 

a

b

o

u

t

 

t

h

e

 

m

a

t

r

i

x

 

A

:


Consider\space a\space system\space of\space linear\space equations\space represented\space by\space A\vec{x}=\vec{b}.\space The\space following\space is\space known\space about\space the\space matrix\space A:


Consider a system of linear equations represented by Ax


=b


. The following is known about the matrix A:

1) A has m rows and n columns.


2) The rank of A is m.





What more can be inferred about the system?











A

.

 

A

 

h

a

s

 

m

 

i

n

d

e

p

e

n

d

e

n

t

 

c

o

l

u

m

n

s

.



B

.

m

≤

n



C

.

 

F

o

r

 

a

 

g

i

v

e

n

 


b

⃗


,

 

t

h

e

 

s

y

s

t

e

m

 

h

a

s

 

a

 

u

n

i

q

u

e

 

s

o

l

u

t

i

o

n

 

i

f

m

<

n

.



D

.

F

o

r

 

a

 

g

i

v

e

n

 


b

⃗


,

 

t

h

e

 

s

y

s

t

e

m

 

h

a

s

 

a

 

u

n

i

q

u

e

 

s

o

l

u

t

i

o

n

 

i

f

 

m

=

n

.


A.\space  A\space has\space m\space independent\space columns.\\

B. m \leq n\\

C.\space For\space a\space given\space \vec{b},\space the\space system\space has\space a\space unique\space solution\space if m < n.\\

D. For\space a\space given\space \vec{b},\space the\space system\space has\space a\space unique\space solution\space if\space m = n.


A. A has m independent columns.B.m≤nC. For a given b


, the system has a unique solution ifm<n.D.For a given b


, the system has a unique solution if m=n.



",MULTI_CHOICE,0.0
703,1573967526203,0.5585106382978723,"






I

f

 

A

 

i

s

 

a

 

f

u

l

l

 

r

a

n

k

 

m

×

 

n

 

m

a

t

r

i

x

 

a

n

d

 

B

 

i

s

 

f

u

l

l

 

r

a

n

k

 

n

]

t

i

m

e

s

 

m

 

m

a

t

r

i

x

 

w

h

e

r

e

 

m

>

n

.

 

W

h

a

t

 

i

s

 

t

h

e

 

r

a

n

k

 

o

f

 

m

a

t

r

i

x

 

f

o

r

m

e

d

 

b

y

 

m

u

l

t

i

p

l

y

i

n

g

 

A

 

a

n

d

 

B

,

 

i

.

e

.

A

B

?


If\space A\space is\space a\space full\space rank\space m \times\space n\space matrix\space and\space B\space is\space full\space rank\space n]times\space m\space matrix\space where\space m > n.\space What\space is\space the\space rank\space of\space matrix\space formed\space by\space multiplying\space A\space and\space B,\space i.e. AB?


If A is a full rank m× n matrix and B is full rank n]times m matrix where m>n. What is the rank of matrix formed by multiplying A and B, i.e.AB?



",SINGLE_CHOICE,1.0
704,1573967848600,0.5851063829787234,"
Given a system of equations:











2

x

+

3

y

=

7



4

x

+

9

y

=

3



8

x

+

6

y

=

10



3

x

+

2

y

=

6



E

x

p

r

e

s

s

 

t

h

e

 

s

y

s

t

e

m

 

a

s

 

A


x

⃗


=


b

⃗


 

a

n

d

 

c

h

e

c

k

 

w

h

i

c

h

 

o

f

 

t

h

e

 

f

o

l

l

o

w

i

n

g

 

s

t

a

t

e

m

e

n

t

s

 

a

r

e

 

v

a

l

i

d

 

f

o

r

 

m

a

t

r

i

x

 

A

.


2x + 3y = 7 \\
4x + 9y = 3 \\
8x + 6y = 10 \\
3x + 2y = 6\\

Express\space the\space system\space as\space A\vec{x} = \vec{b}\space and\space check\space which\space of\space the\space following\space statements\space are\space valid\space for\space matrix\space A.


2x+3y=74x+9y=38x+6y=103x+2y=6Express the system as Ax


=b


 and check which of the following statements are valid for matrix A.



",MULTI_CHOICE,1.0
705,1573968056329,0.324468085106383,"






I

f

 

a

 

s

y

s

t

e

m

 

A


x

⃗


 

=


b

⃗


 

h

a

s

 

u

n

i

q

u

e

 

s

o

l

u

t

i

o

n

 


x

1


 

f

o

r

 

a

 

p

a

r

t

i

c

u

l

a

r

 


b

1


 

w

h

i

c

h

 

o

f

 

t

h

e

 

f

o

l

l

o

w

i

n

g

 

a

r

e

 

p

o

s

s

i

b

l

e

?


If\space a\space system\space A\vec{x}\space = \vec{b}\space has\space unique\space solution\space x_1\space for\space a\space particular\space b_1\space which\space of\space the\space following\space are\space possible?


If a system Ax


 =b


 has unique solution x1​ for a particular b1​ which of the following are possible?







A

.

 

A

 

i

s

 

a

 

f

u

l

l

 

r

a

n

k

 

s

q

u

a

r

e

 

m

a

t

r

i

x

.



B

.

 

A

 

i

s

 

a

 

r

e

c

t

a

n

g

u

l

a

r

 

m

a

t

r

i

x

 

m

×

 

n

(

m

≠

n

)

 

w

i

t

h

 

r

a

n

k

 

=

n

.



C

.

 

A

 

i

s

 

a

 

r

e

c

t

a

n

g

u

l

a

r

 

m

a

t

r

i

x

 

m

×

n

(

m

≠

n

)

 

w

i

t

h

 

r

a

n

k

 

=

m

.



D

.

 

N

o

n

e

 

o

f

 

t

h

e

 

a

b

o

v

e

.


A.\space A\space is\space a\space full\space rank\space square\space matrix.\\

B.\space A\space is\space a\space rectangular\space matrix\space m \times\space n (m \neq n)\space with\space rank\space = n.\\

C.\space A\space is\space a\space rectangular\space matrix\space m \times n (m \neq n)\space with\space rank\space = m.\\

D.\space None\space of\space the\space above.


A. A is a full rank square matrix.B. A is a rectangular matrix m× n(m​=n) with rank =n.C. A is a rectangular matrix m×n(m​=n) with rank =m.D. None of the above.



",MULTI_CHOICE,0.0
706,1573968624012,0.9880952380952381,"






A

 

g

i

v

e

n

 

s

y

s

t

e

m

 

o

f

 

e

q

u

a

t

i

o

n

s

 

A


x

⃗


=


b

⃗


 

h

a

s

 

a

 

u

n

i

q

u

e

 

s

o

l

u

t

i

o

n

.

 

T

h

e

n

,

 

t

h

e

 

n

u

l

l

 

s

p

a

c

e

 

o

f

 

A

 

c

o

n

t

a

i

n

s

:


A\space given\space system\space of\space equations\space A\vec x= \vec b\space has\space a\space unique\space solution.\space Then,\space the\space null\space space\space of\space A\space contains:


A given system of equations Ax


=b


 has a unique solution. Then, the null space of A contains:







A

.

 

o

n

l

y

 

t

h

e

 

z

e

r

o

 

v

e

c

t

o

r

 


0

⃗




B

.

 

v

e

c

t

o

r

s

 

o

t

h

e

r

 

t

h

a

n

 

z

e

r

o

 

v

e

c

t

o

r

 

a

s

 

w

e

l

l


A.\space only\space  the\space  zero\space  vector\space  \vec 0\\
B.\space  vectors\space other\space than\space zero\space vector\space as\space well


A. only the zero vector 0


B. vectors other than zero vector as well



",SINGLE_CHOICE,1.0
707,1573968903530,0.5535714285714286,"






A

 

s

y

s

t

e

m

 

o

f

 

m

 

e

q

u

a

t

i

o

n

s

 

h

a

s

 

n

 

u

n

k

n

o

w

n

s

 

w

i

t

h

 

n

 

<

m

 

,

i

s

 

r

e

p

r

e

s

e

n

t

e

d

 

b

y

 

A


x

⃗


=


b

⃗


.

 

T

h

e

 

r

a

n

k

,

 

r

 

o

f

 

t

h

e

 

c

o

e

f

f

i

c

i

e

n

t

 

m

a

t

r

i

x

 

A

 

i

s

 

e

q

u

a

l

 

t

o

 

n

.

 

W

h

i

c

h

 

o

f

 

t

h

e

 

f

o

l

l

o

w

i

n

g

 

i

s

 

t

r

u

e

?


A\space system\space of\space m\space equations\space has\space n\space unknowns\space with\space n\space<m\space, is\space represented\space by\space A\vec x= \vec b.\space The\space rank,\space r\space of\space the\space coefficient\space matrix\space A\space is\space equal\space to\space n.\space Which\space of\space the\space following\space is\space true?


A system of m equations has n unknowns with n <m ,is represented by Ax


=b


. The rank, r of the coefficient matrix A is equal to n. Which of the following is true?













A

.

 

T

h

e

 

s

y

s

t

e

m

 

c

a

n

 

h

a

v

e

 

u

n

i

q

u

e

 

s

o

l

u

t

i

o

n

s

.



B

.

 

A

l

l

 

c

o

l

u

m

n

s

 

a

r

e

 

p

i

v

o

t

 

c

o

l

u

m

n

s



C

.

 

T

h

e

r

e

 

a

r

e

 

m

−

n

 

f

r

e

e

 

v

a

r

i

a

b

l

e

s



D

.

 

T

h

e

 

n

u

l

l

 

s

p

a

c

e

 

N

(

A

)

 

c

o

n

t

a

i

n

s

 

o

n

l

y

 

t

h

e

 

z

e

r

o

 

v

e

c

t

o

r

 


x

⃗


=


0

⃗



A.\space The\space system\space can\space have\space unique\space solutions.\\

B.\space All\space columns\space are\space pivot\space columns\\

C.\space There\space are\space m-n\space free\space variables\\

D.\space The\space null\space space\space N(A)\space contains\space only\space the\space zero\space vector\space \vec x= \vec 0


A. The system can have unique solutions.B. All columns are pivot columnsC. There are m−n free variablesD. The null space N(A) contains only the zero vector x


=0






",MULTI_CHOICE,1.0
708,1573969234940,0.5505952380952381,"
Given a system of equations. 











x

+

y

+

z

=


b

1




x

+

2

y

−

z

=


b

2




W

h

i

c

h

 

o

f

 

t

h

e

 

f

o

l

l

o

w

i

n

g

 

i

s

 

t

r

u

e

 

i

f

 

i

t

 

i

s

 

r

e

p

r

e

s

e

n

t

e

d

 

b

y

 

A


x

⃗


=


b

⃗


?


x+y+z=b_1\\

x+2y-z=b_2\\

Which\space of\space the\space following\space is\space true\space if\space it\space is\space represented\space by\space A\vec x= \vec b?


x+y+z=b1​x+2y−z=b2​Which of the following is true if it is represented by Ax


=b


?













A

.

 

T

h

e

 

s

y

s

t

e

m

 

h

a

s

 

i

n

f

i

n

i

t

e

 

s

o

l

u

t

i

o

n

s

 

f

o

r

 

a

n

y

 

v

a

l

u

e

s

 

o

f

 


b

1


 

a

n

d

 


b

2


.



B

.

 

A

l

l

 

r

o

w

s

 

a

r

e

 

p

i

v

o

t

 

r

o

w

s



C

.

 

T

h

e

r

e

 

a

r

e

 

n

o

 

f

r

e

e

 

v

a

r

i

a

b

l

e

s



D

.

 

T

h

e

 

n

u

l

l

 

s

p

a

c

e

 

N

(

A

)

 

c

o

n

t

a

i

n

s

 

o

n

l

y

 

t

h

e

 

z

e

r

o

 

v

e

c

t

o

r

 


x

⃗


=


0

⃗



A.\space The\space system\space has\space infinite\space solutions\space for\space any\space values\space of\space b_1\space and\space b_2.\\

B.\space All\space rows\space are\space pivot\space rows\\

C.\space There\space are\space no\space free\space variables\\

D.\space The\space null\space space\space N(A)\space contains\space only\space the\space zero\space vector\space \vec x= \vec 0


A. The system has infinite solutions for any values of b1​ and b2​.B. All rows are pivot rowsC. There are no free variablesD. The null space N(A) contains only the zero vector x


=0












",MULTI_CHOICE,1.0
709,1573969533754,0.36607142857142855,"
Given a system of equations. 











2

x

+

3

y

=


b

1




4

x

+

9

y

=


b

2




4

x

+

3

y

=


b

3




x

−

y

=


b

4





2x+3y=b_1\\

4x+9y=b_2\\

4x+3y=b_3\\

x-y=b_4\\


2x+3y=b1​4x+9y=b2​4x+3y=b3​x−y=b4​










W

h

i

c

h

 

o

f

 

t

h

e

 

f

o

l

l

o

w

i

n

g

 

i

s

 

t

r

u

e

 

i

f

 

i

t

 

i

s

 

r

e

p

r

e

s

e

n

t

e

d

 

b

y

 

A


x

⃗


=


b

⃗


?


Which\space of\space the\space following\space is\space true\space if\space it\space is\space represented\space by\space A\vec x= \vec b?



Which of the following is true if it is represented by Ax


=b


?



















A

.

 

T

h

e

 

r

a

n

k

 

o

f

 

t

h

e

 

m

a

t

r

i

x

 

A

 

i

s

 

4



B

.

 

T

h

e

 

s

y

s

t

e

m

 

h

a

s

 

u

n

i

q

u

e

 

s

o

l

u

t

i

o

n

 

f

o

r

 

e

v

e

r

y

 


b

⃗


=



[






b

1







b

2







b

3







b

4






]


T




C

.

 

T

h

e

 

s

y

s

t

e

m

 

m

a

y

 

h

a

v

e

 

n

o

 

s

o

l

u

t

i

o

n



D

.

 

T

h

e

 

s

y

s

t

e

m

 

a

l

w

a

y

s

 

h

a

s

 

a

 

u

n

i

q

u

e

 

s

o

l

u

t

i

o

n

 

i

f

 

t

h

e

 

s

o

l

u

t

i

o

n

 

e

x

i

s

t

s

.




A.\space The\space rank\space of\space the\space matrix\space A\space is\space 4\\

B.\space The\space system\space has\space unique\space solution\space for\space every\space \vec b=\begin{bmatrix}b_1 & b_2 & b_3 & b_4\end{bmatrix}^T\\

C.\space The\space system\space may\space have\space no\space solution \\

D.\space The\space system\space always\space has\space a\space unique\space solution\space if\space the\space solution\space exists.\\


A. The rank of the matrix A is 4B. The system has unique solution for every b


=[b1​​b2​​b3​​b4​​]TC. The system may have no solutionD. The system always has a unique solution if the solution exists.






",MULTI_CHOICE,0.0
710,1573970530953,0.6696428571428571,"
Given the system of equations:












x

1


+


x

2


+

2


x

2


=

0



2


x

1


+


x

2


+

3


x

3


=

0



3


x

1


+


x

2


+

4


x

3


=

0



4


x

1


+


x

2


+

5


x

3


=

0



I

t

 

i

s

 

r

e

p

r

e

s

e

n

t

e

d

 

i

n

 

t

h

e

 

f

o

r

m

 

A


x

⃗


=


0

⃗


.

 

W

h

i

c

h

 

o

f

 

t

h

e

 

f

o

l

l

o

w

i

n

g

 

i

s

 

t

r

u

e

?


x_1+x_2+2x_2=0\\

2x_1+x_2+3x_3=0\\

3x_1+x_2+4x_3=0\\

4x_1+x_2+5x_3=0\\

It\space is\space represented\space in\space the\space form\space A\vec x= \vec 0.\space Which\space of\space the\space following\space is\space true?


x1​+x2​+2x2​=02x1​+x2​+3x3​=03x1​+x2​+4x3​=04x1​+x2​+5x3​=0It is represented in the form Ax


=0


. Which of the following is true?













A

.

 

A

l

l

 

s

o

l

u

t

i

o

n

s

 


x

⃗


=



[






x

1







x

2







x

3






]


T


 

t

o

 

t

h

e

 

g

i

v

e

n

 

s

y

s

t

e

m

 

o

f

 

e

q

u

a

t

i

o

n

s

 

i

s

 

t

h

e

 

n

u

l

l

 

s

p

a

c

e

 

o

f

 

A

.



B

.

 

T

h

e

 

n

u

l

l

 

s

p

a

c

e

 

o

f

 

A

 

i

.

e

.

N

(

A

)

 

c

o

n

t

a

i

n

s

 



[





1





1






−

1






]


T




C

 

.

T

h

e

 

z

e

r

o

 

v

e

c

t

o

r

 


0

⃗


 

d

o

e

s

 

n

o

t

 

b

e

l

o

n

g

 

t

o

 

t

h

e

 

n

u

l

l

 

s

p

a

c

e


A.\space All\space solutions\space \vec x= \begin{bmatrix}x_1 & x_2 & x_3\end{bmatrix}^T\space to\space the\space given\space system\space of\space equations\space is\space the\space null\space space\space of\space A.\\

B.\space The\space null\space space\space of\space A\space i.e. N(A)\space contains\space \begin{bmatrix}1 & 1 & -1\end{bmatrix}^T\\

C\space. The\space zero\space vector\space \vec 0\space does\space not\space belong\space to\space the\space null\space space


A. All solutions x


=[x1​​x2​​x3​​]T to the given system of equations is the null space of A.B. The null space of A i.e.N(A) contains [1​1​−1​]TC .The zero vector 0


 does not belong to the null space



",MULTI_CHOICE,1.0
711,1573970719413,0.856858846918489,"
Which of the following is a vector space?










A

.

 


R

2


 

i

.

e

.

 

s

p

a

c

e

 

o

f

 

a

l

l

 

2

 

d

i

m

e

n

s

i

o

n

a

l

 

r

e

a

l

 

v

e

c

t

o

r

s



B

.

 


R

3


 

i

.

e

.

 

s

p

a

c

e

 

o

f

 

a

l

l

 

3

 

d

i

m

e

n

s

i

o

n

a

l

 

r

e

a

l

 

v

e

c

t

o

r

s



C

.

 


R

n


 

i

.

e

.

 

s

p

a

c

e

 

o

f

 

a

l

l

 

n

−

d

i

m

e

n

s

i

o

n

a

l

 

r

e

a

l

 

v

e

c

t

o

r

s



D

.

 

S

=

c

o

l

l

e

c

t

i

o

n

 

o

f

 

a

l

l

 

2

 

d

i

m

e

n

s

i

o

n

a

l

 

v

e

c

t

o

r

s

 

l

y

i

n

g

 

i

n

 

t

h

e

 

p

o

s

i

t

i

v

e

 

x

y

 

p

l

a

n

e



A.\space \mathbb{R}^{2}\space i.e.\space space\space of\space all\space 2\space dimensional\space real\space vectors\\

B.\space \mathbb{R}^{3}\space i.e.\space space\space of\space all\space 3\space dimensional\space real\space vectors\\

C.\space \mathbb{R}^{n}\space i.e.\space space\space of\space all\space n-dimensional\space real\space vectors\\

D.\space S = collection\space of\space all\space 2\space dimensional\space vectors\space lying\space in\space the\space positive\space xy\space plane


A. R2 i.e. space of all 2 dimensional real vectorsB. R3 i.e. space of all 3 dimensional real vectorsC. Rn i.e. space of all n−dimensional real vectorsD. S=collection of all 2 dimensional vectors lying in the positive xy plane



",MULTI_CHOICE,1.0
712,1573970928255,0.6302186878727635,"
Which of the following is true?










A

.

 

Z

e

r

o

 

v

e

c

t

o

r

 

,


0

⃗


 

i

s

 

a

 

s

u

b

s

p

a

c

e

 

o

f

 

e

v

e

r

y

 

s

p

a

c

e

.



B

.

 

G

i

v

e

n

 

t

w

o

 

s

u

b

s

p

a

c

e

s

 

P

 

a

n

d

 

L

,

 

P

 

∩

 

L

 

i

s

 

a

l

s

o

 

a

 

s

u

b

s

p

a

c

e

.



C

.

G

i

v

e

n

 

t

w

o

 

s

u

b

s

p

a

c

e

s

 

P

 

a

n

d

 

L

,

 

P

∪

 

L

 

i

s

 

a

l

s

o

 

a

 

s

u

b

s

p

a

c

e

.



D

.

 

a

n

y

 

p

l

a

n

e

 

t

h

r

o

u

g

h

 


[





0







0







0





]


i

s

 

a

 

s

u

b

s

p

a

c

e

 

o

f

 


R

3




E

.

 

a

n

y

 

l

i

n

e

 

t

h

r

o

u

g

h

 


[





0







0





]


i

s

 

a

 

s

u

b

s

p

a

c

e

 

o

f

 


R

2



A.\space Zero\space vector\space, \vec{0}\space is\space a\space subspace\space of\space every\space space.\\

B.\space Given\space two\space subspaces\space P\space and\space L,\space P\space \cap\space L\space is\space also\space a\space subspace.\\

C. Given\space two\space subspaces\space P\space and\space L,\space P \cup\space L\space is\space also\space a\space subspace.\\

D.\space any\space plane\space through\space 
\begin{bmatrix}
0\\ 0 \\ 0 
\end{bmatrix}

is\space a\space subspace\space of\space \mathbb{R}^{3}\\

E.\space any\space line\space through\space 
\begin{bmatrix}
0\\ 0 
\end{bmatrix}

is\space a\space subspace\space of\space \mathbb{R}^{2}


A. Zero vector ,0


 is a subspace of every space.B. Given two subspaces P and L, P ∩ L is also a subspace.C.Given two subspaces P and L, P∪ L is also a subspace.D. any plane through ⎣⎢⎡​000​⎦⎥⎤​is a subspace of R3E. any line through [00​]is a subspace of R2



",MULTI_CHOICE,1.0
713,1573971159110,0.9133489461358314,"
Which of the following vectors are the eigenvectors of the matrix 𝐴?











A

=


[





3





1







1





3





]



A = 
\begin{bmatrix}
3 & 1 \\
1 & 3
\end{bmatrix}


A=[31​13​]



",MULTI_CHOICE,1.0
714,1573971394564,0.8032786885245902,"
Which of the following matrices have an eigenvector along the x-axis?











1.


[





0





3







3





0





]




 



2.


[





3





3







0





0





]




 



3.


[





3






−

3








0





3





]




 



4.


[





3






−

3









−

3






3





]



1.\begin{bmatrix}
0 & 3 \\
3 & 0
\end{bmatrix}\\~\\

2.\begin{bmatrix}
3 & 3 \\
0 & 0
\end{bmatrix}\\~\\

3.\begin{bmatrix}
3 & -3 \\
0 & 3
\end{bmatrix}\\~\\

4.\begin{bmatrix}
3 & -3 \\
-3 & 3
\end{bmatrix}


1.[03​30​] 2.[30​30​] 3.[30​−33​] 4.[3−3​−33​]



",MULTI_CHOICE,1.0
715,1573971644466,0.904572564612326,"






G

i

v

e

n

 

a

 

3

X

3

 

m

a

t

r

i

x

 

A

,

 

u

n

k

n

o

w

n

s

 



x

1


⃗


,

 



x

2


⃗


,

 



x

3


⃗


.

 

S

u

p

p

o

s

e

 

y

o

u

 

s

o

l

v

e

 

A


x

⃗


=


b

⃗


 

f

o

r

 

3

 

s

p

e

c

i

a

l

 

r

i

g

h

t

 

s

i

d

e

s

 


b

⃗


.

 

H

e

r

e

,



A



x

1


⃗


=


[





1







0







0





]


,

A



x

2


⃗


=


[





0







1







0





]


,

A



x

3


⃗


=


[





0







0







1





]


.



I

f

 

t

h

e

 

s

o

l

u

t

i

o

n

s

 



x

1


⃗


,

 



x

2


⃗


,

 



x

3


⃗


 

a

r

e

 

c

o

l

u

m

n

s

 

o

f

 

m

a

t

r

i

x

 

X

,

 

w

h

a

t

 

i

s

 

A

 

t

i

m

e

s

X

?


Given\space a\space 3X3\space matrix\space A,\space unknowns\space \vec{x_{1}},\space \vec{x_{2}},\space \vec{x_{3}}.\space Suppose\space you\space solve\space A\vec{x} = \vec{b}\space for\space 3\space special\space right\space sides\space \vec{b}.\space Here,\\
A\vec{x_{1}} = \begin{bmatrix}1\\0\\0\end{bmatrix},
A\vec{x_{2}} = \begin{bmatrix}0\\1\\0\end{bmatrix}, 
A\vec{x_{3}} = \begin{bmatrix}0\\0\\1\end{bmatrix}.\\
If\space the\space solutions\space \vec {x_1},\space \vec {x_2},\space\vec {x_3}\space are\space columns\space of\space matrix\space X,\space what\space is\space A\space times X?


Given a 3X3 matrix A, unknowns x1​


​, x2​


​, x3​


​. Suppose you solve Ax


=b


 for 3 special right sides b


. Here,Ax1​


​=⎣⎢⎡​100​⎦⎥⎤​,Ax2​


​=⎣⎢⎡​010​⎦⎥⎤​,Ax3​


​=⎣⎢⎡​001​⎦⎥⎤​.If the solutions x1​


​, x2​


​, x3​


​ are columns of matrix X, what is A timesX?













A

.

 



[





1





0





0







0





1





0







0





0





1





]




B

.

 



[





1







1







1





]




C

.

 



[





0







0







0





]




D

.

 

N

o

n

e

 

o

f

 

t

h

e

 

a

b

o

v

e



A.\space \quad 
\begin{bmatrix}
1&0&0\\
0&1&0\\
0&0&1
\end{bmatrix}\\


B.\space  \quad 
\begin{bmatrix}
1\\1\\1
\end{bmatrix}\\


C.\space  \quad 
\begin{bmatrix}
0\\0\\0
\end{bmatrix}\\


D.\space None\space of\space the\space above


A. ⎣⎢⎡​100​010​001​⎦⎥⎤​B. ⎣⎢⎡​111​⎦⎥⎤​C. ⎣⎢⎡​000​⎦⎥⎤​D. None of the above



",SINGLE_CHOICE,1.0
716,1573971665057,0.8946135831381733,"
Which of the following values are the eigenvalues of the matrix B?





B

=


[





3





4








−

4






3





]



B =
\begin{bmatrix}
3 & 4 \\
-4 & 3
\end{bmatrix}


B=[3−4​43​]



",MULTI_CHOICE,1.0
717,1573971745892,0.8032786885245902,"
Which of the following is the characteristic polynomial of the matrix 𝐵 below? Consider 𝜆 to be an eigenvalue of 𝐵. The characteristics polynomial of a square matrix is the polynomial whose roots are its eigenvalues.














B

=


[





3





4








−

4






3





]




1.

  


λ

3


−

6

∗


λ

2


+

25

∗

λ

+

5



2.

  

λ

−

6



3.

  


λ

2


−

6

∗

λ

+

25

 



4.

  

d

e

t

(

B

−

λ

 

I

)

 


B =
\begin{bmatrix}
3 & 4 \\
-4 & 3
\end{bmatrix}\\


1. \space \lambda^3-6*\lambda^2+25*\lambda+5\\
2. \space \lambda-6\\
3. \space \lambda^2-6*\lambda+25 \\
4. \space det(B-\lambda I) 


B=[3−4​43​]1.  λ3−6∗λ2+25∗λ+52.  λ−63.  λ2−6∗λ+25 4.  det(B−λ I) 



",MULTI_CHOICE,1.0
718,1573971841940,0.4707259953161593,"
Which of the following is the characteristic polynomial for the matrix 𝐴, assuming that 𝜆 is an eigenvalue of the matrix 𝐴?











A

=


[





3





4





9








−

4






8





3







4





10





23





]



A =
\begin{bmatrix}
3 & 4 & 9 \\
-4 & 8 &3 \\
4 & 10 & 23
\end{bmatrix}


A=⎣⎢⎡​3−44​4810​9323​⎦⎥⎤​













1.

 


λ

2


+

−

345

∗

λ

+

320



2.

 

2

∗


λ

4


+

23

∗


λ

3


−

345

∗


λ

2


−

4

∗

λ

+

230



3.

 

−


λ

3


+

34

∗


λ

2


−

227

∗

λ

+

230



4.

 

d

e

t

(

A

−

λ

I

)



5.

 

−

2

∗


λ

3


+

23

∗


λ

2


−

345

∗

λ

+

320


1.\space \lambda^2+-345*\lambda+320\\
2.\space 2*\lambda^4+23*\lambda^3-345*\lambda^2-4*\lambda + 230\\
3. \space -\lambda^3+34*\lambda^2-227*\lambda+230\\
4. \space det(A-\lambda I)\\
5. \space -2*\lambda^3+23*\lambda^2-345*\lambda+320


1. λ2+−345∗λ+3202. 2∗λ4+23∗λ3−345∗λ2−4∗λ+2303. −λ3+34∗λ2−227∗λ+2304. det(A−λI)5. −2∗λ3+23∗λ2−345∗λ+320



",MULTI_CHOICE,0.0
